year	lesson_id	date	title	video_id	source	source_status	suggested_or_checked_path
2019	2019/windmills	2019-08-04	The unexpectedly hard windmill question (2011 IMO, Q2)	M64HUIJFTZM	_2019/windmill.py	direct_source_path_exists	_2019/windmill.py
2019	2019/prime-spirals	2019-10-08	Why do prime numbers make these spirals?	EK32jo7i5LQ	_2019/spirals.py	direct_source_path_exists	_2019/spirals.py
2019	2019/hyperdarts	2019-11-19	Darts in Higher Dimensions [Numberphile]	6_yU9eJ0NxA	_2019/hyperdarts.py	direct_source_path_exists	_2019/hyperdarts.py
2019	2019/qa4	2019-11-23	Q&A with Grant (3blue1brown), windy walk edition	Agbh95KyWxY	NA	no_public_source_field	
2019	2019/bayes-theorem	2019-12-22	Bayes' theorem	HZGCoVF3YvM	_2019/bayes/part1.py	direct_source_path_exists	_2019/bayes/part1.py
2019	2019/bayes-theorem-quick	2019-12-22	The quick proof of Bayes' theorem	U_85TaXbeIo	_2019/bayes/footnote.py	direct_source_path_exists	_2019/bayes/footnote.py
2020	2020/exponential-and-epidemics	2020-03-08	Exponential growth and epidemics	Kas0tIxDvrg	_2020/covid.py	direct_source_path_exists	_2020/covid.py
2020	2020/tedx-talk	2020-03-13	What Makes People Engage With Math	s_L-fp8gDzY		no_public_source_field	
2020	2020/binomial-distributions	2020-03-15	Binomial distributions | Probabilities of probabilities, part 1	8idr1WZ1A7Q	_2020/beta/beta1.py	direct_source_path_exists	_2020/beta/beta1.py
2020	2020/epidemic-simulations	2020-03-27	Simulating an epidemic	gxAaO2rsdIs	_2020/sir.py	direct_source_path_exists	_2020/sir.py
2020	2020/pdfs	2020-04-12	"Why ""probability of 0"" does not mean ""impossible"" | Probabilities of probabilities, part 2"	ZA4JkHKZM50	_2020/beta/beta2.py	direct_source_path_exists	_2020/beta/beta2.py
2020	2020/lockdown-math-announcement	2020-04-16	Lockdown math announcement	ppWPuXsnf1Q	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-quadratic	2020-04-17	The simpler quadratic formula	MHXO86wKeDY	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-trigonometry	2020-04-21	Trigonometry fundamentals	yBw67Fb31Cs	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-complex-numbers	2020-04-24	Complex number fundamentals	5PcpBw5Hbwo	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-eulers-formula	2020-04-28	What is Euler's formula actually saying?	ZxYOEwM6Wbk	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-imaginary-interest	2020-05-01	Imaginary interest rates	IAEASE5GjdI	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-logarithms	2020-05-05	Logarithm Fundamentals	cEvgcoyZvB4	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-natural-logs	2020-05-08	"What makes the natural log ""natural""?"	4PDoT7jtxmw	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-power-towers	2020-05-12	The power tower puzzle	elQVZLLiod4	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/dp3t	2020-05-14	The DP-3T algorithm for contact tracing (via Nicky Case)	D__UaR5MQao	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-i-to-i	2020-05-15	Intuition for i to the power i	pq9LcwC7CoY	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/ldm-tips-to-problem-solving	2020-05-22	Tips to be a better problem solver	QvuQH4_05LI	_2020/ldm.py	direct_source_path_exists	_2020/ldm.py
2020	2020/chessboard-puzzle	2020-07-05	The impossible chessboard puzzle	wTJI_WuZSwE	_2020/chess.py	direct_source_path_exists	_2020/chess.py
2020	2020/groups-and-monsters	2020-08-19	Group theory, abstraction, and the 196,883-dimensional monster	mH0oCDa74tE	_2020/monster.py	direct_source_path_exists	_2020/monster.py
2020	2020/image-convolution	2020-09-03	Convolutions in Image Processing	8rrHTtUzyZA	_2020/18S191/	direct_source_path_exists	_2020/18S191/
2020	2020/hamming-codes	2020-09-04	Hamming codes and error correction	X8jsijhllIA	_2020/hamming.py	direct_source_path_exists	_2020/hamming.py
2020	2020/hamming-codes-2	2020-09-04	Hamming codes part 2, the elegance of it all	b3NxrZOu_CE	_2020/hamming.py	direct_source_path_exists	_2020/hamming.py
2020	2020/seam-carving	2020-09-08	Seam Carving	rpB6zQNsbQU	_2020/18S191/	direct_source_path_exists	_2020/18S191/
2020	2020/diffusion-equation	2020-11-17	The diffusion equation	a3V0BJLIo_c		no_public_source_field	
2020	2020/discrete-fourier-transform	2020-12-08	What is a Discrete Fourier Transform? Sanderson	g8RkArhtCc4	_2020/18S191/	direct_source_path_exists	_2020/18S191/
2020	2020/better-bayes	2020-12-22	The medical test paradox: Can redesigning Bayes rule help?	lG4VkPoG3ko	_2020/med_test.py	direct_source_path_exists	_2020/med_test.py
2021	2021/matrix-exponents	2021-04-01	How (and why) to raise e to the power of a matrix	O85OWBJ2ayo	_2021/matrix_exp.py	direct_source_path_exists	_2021/matrix_exp.py
2021	2021/quick-eigen	2021-05-07	A quick trick for computing eigenvalues	e50Bj7jn9IQ	_2021/quick_eigen.py	direct_source_path_exists	_2021/quick_eigen.py
2021	2021/some1	2021-07-16	Summer of Math Exposition 1 announcement	ojjzXyQCzso	_2021/some1	source_field_stale_or_renamed	_2021/some1.py and _2021/some1_winners.py
2021	2021/newtons-fractal	2021-10-12	Newton's Fractal (which Newton knew nothing about)	-RdOwhmqP5s	_2021/newton_fractal.py	direct_source_path_exists	_2021/newton_fractal.py
2021	2021/holomorphic-dynamics	2021-10-16	How a Mandelbrot set arises from Newton's work	LqbZpur38nw	_2021/holomorphic_dynamics.py	direct_source_path_exists	_2021/holomorphic_dynamics.py
2021	2021/bertrands-paradox	2021-12-20	Bertrand's Paradox [Numberphile]	mZBwsm6B280	_2021/bertrands_paradox.py	direct_source_path_exists	_2021/bertrands_paradox.py
2021	2021/shadows	2021-12-20	Alice, Bob, and the average shadow of a cube	ltLUadnCyi0	_2021/shadows.py	direct_source_path_exists	_2021/shadows.py
2022	2022/wordle	2022-02-06	Solving Wordle using information theory	v68zYyaEmEA	_2022/wordle/simulations.py	direct_source_path_exists	_2022/wordle/simulations.py
2022	2022/wordle-2	2022-02-13	"Oh, wait, actually the best Wordle opener is not ""crane""…"	fRed0Xmc2Wg	_2022/wordle/simulations.py	direct_source_path_exists	_2022/wordle/simulations.py
2022	2022/subsets-puzzle	2022-05-23	Olympiad level counting  (Generating functions)	bOXCLR3Wric	_2022/puzzles/subsets.py	direct_source_path_exists	_2022/puzzles/subsets.py
2022	2022/visual-proofs	2022-07-03	How to lie using visual proofs	VYQVlVoWoPY	_2022/visual_proofs/lies.py	direct_source_path_exists	_2022/visual_proofs/lies.py
2022	2022/borwein	2022-11-04	Researchers thought this was a bug (Borwein integrals)	851U557j6HE	_2022/borwein/main.py	direct_source_path_exists	_2022/borwein/main.py
2022	2022/convolutions	2022-11-18	But what is a convolution?	KuXjwB4LzSA	_2022/convolutions/discrete.py	direct_source_path_exists	_2022/convolutions/discrete.py
2023	2023/prime-number-race	2023-02-23	The Prime Number Race [Numberphile]	YAsHGOwB408	_2023/prime_race.py/	source_field_stale_or_renamed	_2023/numberphile/prime_race.py
2023	2023/clt	2023-03-14	But what is the Central Limit Theorem?	zeJD6dqJ5lo	_2023/clt/main.py	direct_source_path_exists	_2023/clt/main.py
2023	2023/pedagogical-curse	2023-03-31	Math's pedagogical curse | Grant Sanderson JPBM Award Lecture, JMM 2023	UOuxo6SA8Uc		no_public_source_field	
2023	2023/gaussian-integral	2023-04-02	Why π is in the normal distribution (beyond integral tricks)	cy8r7WSuT1I	_2023/clt/integral.py	source_field_stale_or_renamed	_2023/gauss_int/integral.py
2022	2022/some2	2023-06-08	Summer of Math Exposition 2 Invitation	hZuYICAEN9Y	_2022/some2	direct_source_path_exists	_2022/some2/
2023	2023/ego-and-math	2023-06-20	Ego and Math | Stanford Math Department Commencement Speech 2023	z7GVHB2wiyg		no_public_source_field	
2023	2023/convolutions2	2023-06-27	Convolutions | Why X+Y in probability is a beautiful mess	IaSGqQa5O-M	_2023/convolutions2/	direct_source_path_exists	_2023/convolutions2/
2023	2023/moser-reboot	2023-07-01	This pattern breaks, but for a good reason | Moser's circle problem	YtkIWDE36qU	_2023/moser_reboot/main.py	direct_source_path_exists	_2023/moser_reboot/main.py
2023	2023/gaussian-convolution	2023-07-11	A pretty reason why Gaussian + Gaussian = Gaussian	d_qvLDhkg00	_2023/convolutions2/gauss_example_supplements.py	direct_source_path_exists	_2023/convolutions2/gauss_example_supplements.py
2023	2023/some3-results	2023-07-23	25 Math explainers you may enjoy | SoME3 results	6a1fLEToyvU	_2023/some3	source_field_stale_or_renamed	_2023/SoME3/main.py
2023	2023/barber-pole-2	2023-08-31	How wiggling charges give rise to light	aXRTczANuIs	_2023/barber_pole/	source_field_stale_or_renamed	_2023/optics_puzzles/
2023	2023/barber-pole-1	2023-09-01	This tests your understanding of light | The barber pole effect	QCX62YJCmGk	_2023/barber_pole/	source_field_stale_or_renamed	_2023/optics_puzzles/
2022	2022/some2-results	2023-10-01	What makes a great math explanation? | SoME2 results	cDofhN-RJqg	_2022/some2	direct_source_path_exists	_2022/some2/
2021	2021/some1-results	2023-10-23	Summer of Math Exposition 1 results	F3Qixy-r_rQ	_2021/some1	source_field_stale_or_renamed	_2021/some1.py and _2021/some1_winners.py
2023	2023/prism	2023-11-30	" But why would light ""slow down""? | Visualizing Feynman's lecture on the refractive index"	KTzGBJPuJwM	_2023/barber_pole/	source_field_stale_or_renamed	_2023/optics_puzzles/
2023	2023/refractive-index-questions	2023-12-03	Answering viewer questions about refraction	Cz4Q4QOuoo8	_2023/barber_pole/	source_field_stale_or_renamed	_2023/optics_puzzles/
2024	2024/gpt	2024-04-01	Transformers, the tech behind LLMs | Deep Learning Chapter 5	wjZofJX0v4M	_2024/transformers/	direct_source_path_exists	_2024/transformers/
2024	2024/attention	2024-04-07	Attention in transformers, step-by-step | Deep Learning Chapter 6	eMlx5fFNoYc	_2024/transformers/	direct_source_path_exists	_2024/transformers/
2024	2024/harvey-mudd-speech	2024-05-18	"What ""Follow Your Dreams"" Misses | Harvey Mudd Commencement Speech 2024"	W3I3kAg2J7w		no_public_source_field	
2024	2024/mlp	2024-08-31	How might LLMs store facts | Deep Learning Chapter 7	9-Jl0dxWQs8	_2024/transformers/	direct_source_path_exists	_2024/transformers/
2024	2024/holograms	2024-10-04	How are holograms possible?	EmKQsSDlaa4	_2024/holograms/	direct_source_path_exists	_2024/holograms/
2024	2024/manim-demo	2024-10-12	How I animate 3Blue1Brown | A Manim demo with Ben Sparks	rbu7Zu5X1zI	_2024/manim-demo/	source_field_stale_or_renamed	_2024/manim_demo/lorenz.py
2024	2024/one-more-dim	2024-11-08	Five puzzles for thinking outside the box	piJkuavhV50	_2024/puzzles/	direct_source_path_exists	_2024/puzzles/
2024	2024/mini-llm	2024-11-20	Large Language Models explained briefly	LPZh9BOjkQs	_2024/transformers/	direct_source_path_exists	_2024/transformers/
2024	2024/transformers-talk	2024-11-20	Visualizing transformers and attention | Talk for TNG Big Tech Day '24	KJtZARuO3JY		no_public_source_field	
2024	2024/inscribed-rect-v2	2024-12-24	This open problem taught me what topology is	IQqtsm-bBRU	_2024/inscribed_rect	direct_source_path_exists	_2024/inscribed_rect/
2025	2025/cosmic-distance-1	2025-02-08	Terence Tao on the cosmic distance ladder	YdOXS_9_P4U	_2025/cosmic_distance/	direct_source_path_exists	_2025/cosmic_distance/
2025	2025/cosmic-distance-2	2025-02-23	Terence Tao continuing history's cleverest cosmological measurements	hFMaT9oRbs4	_2025/cosmic_distance/	direct_source_path_exists	_2025/cosmic_distance/
2025	2025/colliding-blocks-v2	2025-03-13	Why colliding blocks compute pi	6dTyOl1fmDo	_2025/block_and_grover/	source_field_stale_or_renamed	_2025/colliding_blocks_v2/ and _2025/grover/
2025	2025/grover	2025-04-29	But what is quantum computing?  (Grover's Algorithm)	RQWpF2Gb-gU	_2025/blocks_and_grover/	source_field_stale_or_renamed	_2025/colliding_blocks_v2/ and _2025/grover/
2025	2025/grover-clarification	2025-05-04	Where my explanation of Grover's algorithm failed	Dlsa9EBKDGI	_2025/blocks_and_grover/	source_field_stale_or_renamed	_2025/colliding_blocks_v2/ and _2025/grover/
2025	2025/diffusion-models	2025-07-25	But how do AI images and videos actually work? | Guest video by Welch Labs	iv-5mZ_9CPY		no_public_source_field	
2025	2025/alpha-geometry	2025-08-17	The AI that solved IMO Geometry Problems | Guest video by @Aleph0	4NlrfOl0l8U		no_public_source_field	
2025	2025/phase-change	2025-08-28	Simulating and understanding phase change | Guest video by Vilas Winstein	itRV2jEtV8Q		no_public_source_field	
2025	2025/incomplete-cubes	2025-09-07	Exploration & Epiphany | Guest video by Paul Dancstep	_BrFKp-U8GI		no_public_source_field	
2025	2025/euclid	2025-09-17	What was Euclid really doing? | Guest video by Ben Syversen	M-MgQC6z3VU		no_public_source_field	
2025	2025/complex-exponents	2025-10-05	The Physics of Euler's Formula | Laplace Transform Prelude	-j8PzkZ70Lg	_2025/laplace/	direct_source_path_exists	_2025/laplace/
2025	2025/laplace-transform	2025-10-11	But what is a Laplace Transform?	j0wJBEZdwLs	_2025/laplace/	direct_source_path_exists	_2025/laplace/
2025	2025/laplace-for-odes	2025-11-05	Why Laplace transforms are so useful	FE-hM1kRK4Y	_2025/laplace/	direct_source_path_exists	_2025/laplace/
2026	2026/hairy-ball	2026-01-31	The Hairy Ball Theorem	BHdbsHFs2P0	_2026/hairy_ball/	direct_source_path_exists	_2026/hairy_ball/
2026	2026/spheres-talk	2026-02-26	The most underappreciated formula | Exploring high-dimensional spheres	fsLh-NYhOoU	_2026/spheres/	source_field_stale_or_renamed	_2026/spheres_talk/
2026	2026/print-gallery	2026-03-21	How (and why) to take a logarithm of an image	ldxFjLJ3rVY	_2026/print_gallery/	direct_source_path_exists	_2026/print_gallery/
2026	2026/entropy	2026-06-07	Reinventing Entropy | Compression & Intelligence Part 1	l6DKRf-fAAM	_2026/cross_entropy/	direct_source_path_exists	_2026/cross_entropy/
